game	team	conference	location	result
980	NY	East	Away	Loss
980	MIL	East	Home	Win
981	WAS	East	Away	Win
981	NO	West	Home	Loss
982	LAL	West	Away	Loss
982	DEN	West	Home	Win
983	GS	West	Away	Loss
983	POR	West	Home	Win
984	ORL	East	Away	Loss
984	SAC	West	Home	Win
985	CLE	East	Away	Loss
985	LAC	West	Home	Win
986	PHO	West	Away	Loss
986	CHA	East	Home	Win
987	WAS	East	Away	Loss
987	MIA	East	Home	Win
988	MEM	West	Away	Loss
988	DAL	West	Home	Win
989	SA	West	Away	Loss
989	OKC	West	Home	Win
990	ORL	East	Away	Loss
990	LAC	West	Home	Win
991	TOR	East	Away	Win
991	NY	East	Home	Loss
992	CHI	East	Away	Win
992	ATL	East	Home	Loss
993	GS	West	Away	Loss
993	MIN	West	Home	Win
994	UTA	West	Away	Win
994	NO	West	Home	Loss
995	SAC	West	Away	Loss
995	DEN	West	Home	Win
996	HOU	West	Away	Win
996	DAL	West	Home	Loss
997	IND	East	Away	Win
997	BOS	East	Home	Loss
998	PHI	East	Away	Win
998	BKN	East	Home	Loss
999	CLE	East	Away	Loss
999	LAL	West	Home	Win
1000	SA	West	Away	Loss
1000	HOU	West	Home	Win
1001	MIL	East	Away	Win
1001	MEM	West	Home	Loss
1002	SAC	West	Away	Loss
1002	OKC	West	Home	Win
1003	MIA	East	Away	Loss
1003	POR	West	Home	Win
1004	IND	East	Away	Win
1004	PHI	East	Home	Loss
1005	MIN	West	Away	Win
1005	WAS	East	Home	Loss
1006	OKC	West	Away	Win
1006	ATL	East	Home	Loss
1007	TOR	East	Away	Win
1007	BKN	East	Home	Loss
1008	DAL	West	Away	Win
1008	NY	East	Home	Loss
1009	LAC	West	Away	Win
1009	CHI	East	Home	Loss
1010	CHA	East	Away	Loss
1010	NO	West	Home	Win
1011	ORL	East	Away	Loss
1011	SA	West	Home	Win
1012	DET	East	Away	Loss
1012	UTA	West	Home	Win
1013	CLE	East	Away	Win
1013	PHO	West	Home	Loss
1014	DEN	West	Away	Loss
1014	LAL	West	Home	Win
1015	MIL	East	Away	Loss
1015	ORL	East	Home	Win
1016	WAS	East	Away	Win
1016	BOS	East	Home	Loss
1017	MIA	East	Away	Loss
1017	SAC	West	Home	Win
1018	LAL	West	Away	Loss
1018	GS	West	Home	Win
1019	TOR	East	Away	Win
1019	IND	East	Home	Loss
1020	CHA	East	Away	Win
1020	ATL	East	Home	Loss
1021	PHI	East	Away	Win
1021	NY	East	Home	Loss
1022	LAC	West	Away	Loss
1022	HOU	West	Home	Win
1023	CHI	East	Away	Win
1023	MEM	West	Home	Loss
1024	NO	West	Away	Loss
1024	SA	West	Home	Win
1025	DET	East	Away	Loss
1025	DEN	West	Home	Win
1026	PHO	West	Away	Loss
1026	UTA	West	Home	Win
1027	CLE	East	Away	Loss
1027	POR	West	Home	Win
1028	BOS	East	Away	Win
1028	ORL	East	Home	Loss
1029	BKN	East	Away	Loss
1029	PHI	East	Home	Win
1030	DAL	West	Away	Loss
1030	TOR	East	Home	Win
1031	LAC	West	Away	Loss
1031	OKC	West	Home	Win
1032	SAC	West	Away	Win
1032	GS	West	Home	Loss
1033	MIA	East	Away	Win
1033	LAL	West	Home	Loss
1034	HOU	West	Away	Win
1034	NO	West	Home	Loss
1035	IND	East	Away	Loss
1035	WAS	East	Home	Win
1036	DAL	West	Away	Loss
1036	BKN	East	Home	Win
1037	CHA	East	Away	Loss
1037	NY	East	Home	Win
1038	CLE	East	Away	Win
1038	CHI	East	Home	Loss
1039	DEN	West	Away	Loss
1039	MEM	West	Home	Win
1040	ATL	East	Away	Loss
1040	MIL	East	Home	Win
1041	MIN	West	Away	Loss
1041	SA	West	Home	Win
1042	SAC	West	Away	Loss
1042	UTA	West	Home	Win
1043	GS	West	Away	Win
1043	PHO	West	Home	Loss
1044	DET	East	Away	Loss
1044	POR	West	Home	Win
1045	OKC	West	Away	Win
1045	TOR	East	Home	Loss
1046	BOS	East	Away	Loss
1046	NO	West	Home	Win
1047	HOU	West	Away	Win
1047	MIN	West	Home	Loss
1048	POR	West	Away	Win
1048	LAC	West	Home	Loss
1049	MIL	East	Away	Loss
1049	CLE	East	Home	Win
1050	LAL	West	Away	Loss
1050	IND	East	Home	Win
1051	CHA	East	Away	Loss
1051	PHI	East	Home	Win
1052	MEM	West	Away	Loss
1052	BKN	East	Home	Win
1053	DEN	West	Away	Loss
1053	MIA	East	Home	Win
1054	CHI	East	Away	Loss
1054	NY	East	Home	Win
1055	GS	West	Away	Loss
1055	SA	West	Home	Win
1056	DET	East	Away	Win
1056	SAC	West	Home	Loss
1057	TOR	East	Away	Win
1057	ORL	East	Home	Loss
1058	OKC	West	Away	Loss
1058	BOS	East	Home	Win
1059	LAC	West	Away	Loss
1059	MIN	West	Home	Win
1060	DAL	West	Away	Loss
1060	NO	West	Home	Win
1061	ATL	East	Away	Win
1061	UTA	West	Home	Loss
1062	DET	East	Away	Win
1062	PHO	West	Home	Loss
1063	HOU	West	Away	Win
1063	POR	West	Home	Loss
1064	TOR	East	Away	Loss
1064	CLE	East	Home	Win
1065	MEM	West	Away	Loss
1065	PHI	East	Home	Win
1066	CHA	East	Away	Win
1066	BKN	East	Home	Loss
1067	NY	East	Away	Loss
1067	MIA	East	Home	Win
1068	DEN	West	Away	Win
1068	CHI	East	Home	Loss
1069	LAC	West	Away	Win
1069	MIL	East	Home	Loss
1070	WAS	East	Away	Loss
1070	SA	West	Home	Win
1071	NO	West	Home	Win
1071	IND	East	Away	Loss
1072	MEM	West	Away	Loss
1072	CHA	East	Home	Win
1073	PHI	East	Away	Win
1073	ORL	East	Home	Loss
1074	DET	East	Away	Loss
1074	HOU	West	Home	Win
1075	LAL	West	Away	Loss
1075	NO	West	Home	Win
1076	UTA	West	Away	Win
1076	DAL	West	Home	Loss
1077	ATL	East	Away	Loss
1077	SAC	West	Home	Win
1078	LAC	West	Away	Loss
1078	IND	East	Home	Win
1079	DEN	West	Away	Win
1079	WAS	East	Home	Loss
1080	PHO	West	Away	Loss
1080	CLE	East	Home	Win
1081	MIN	West	Away	Win
1081	NY	East	Home	Loss
1082	BKN	East	Away	Loss
1082	TOR	East	Home	Win
1083	MIL	East	Away	Win
1083	CHI	East	Home	Loss
1084	MIA	East	Away	Loss
1084	OKC	West	Home	Win
1085	UTA	West	Away	Loss
1085	SA	West	Home	Win
1086	BOS	East	Away	Win
1086	POR	West	Home	Loss
1087	ATL	East	Away	Loss
1087	GS	West	Home	Win
1088	MIN	West	Away	Loss
1088	PHI	East	Home	Win
1089	CHI	East	Away	Loss
1089	DET	East	Home	Win
1090	PHO	West	Away	Loss
1090	ORL	East	Home	Win
1091	NO	West	Away	Loss
1091	HOU	West	Home	Win
1092	LAL	West	Away	Win
1092	MEM	West	Home	Loss
1093	CHA	East	Away	Win
1093	DAL	West	Home	Loss
1094	CLE	East	Away	Win
1094	BKN	East	Home	Loss
1095	SA	West	Away	Loss
1095	MIL	East	Home	Win
1096	MIA	East	Away	Loss
1096	IND	East	Home	Win
1097	BOS	East	Away	Win
1097	SAC	West	Home	Loss
1098	LAC	West	Away	Win
1098	TOR	East	Home	Loss
1099	NY	East	Away	Win
1099	WAS	East	Home	Loss
1100	POR	West	Away	Win
1100	OKC	West	Home	Loss
1101	ATL	East	Away	Loss
1101	HOU	West	Home	Win
1102	UTA	West	Away	Win
1102	GS	West	Home	Loss
1103	NY	East	Away	Loss
1103	CHA	East	Home	Win
1104	LAL	West	Away	Loss
1104	DET	East	Home	Win
1105	DEN	West	Away	Loss
1105	PHI	East	Home	Win
1106	MEM	West	Away	Win
1106	MIN	West	Home	Loss
1107	BOS	East	Away	Win
1107	PHO	West	Home	Loss
1108	SA	West	Away	Loss
1108	WAS	East	Home	Win
1109	DEN	West	Away	Loss
1109	TOR	East	Home	Win
1110	CHI	East	Away	Loss
1110	HOU	West	Home	Win
1111	CLE	East	Away	Loss
1111	MIA	East	Home	Win
1112	POR	West	Away	Win
1112	NO	West	Home	Loss
1113	DAL	West	Away	Win
1113	SAC	West	Home	Loss
1114	IND	East	Away	Win
1114	GS	West	Home	Loss
1115	MIL	East	Away	Loss
1115	LAC	West	Home	Win
1116	CLE	East	Away	Win
1116	CHA	East	Home	Loss
1117	BKN	East	Away	Win
1117	ORL	East	Home	Loss
1118	NY	East	Away	Loss
1118	PHI	East	Home	Win
1119	POR	West	Away	Loss
1119	MEM	West	Home	Win
1120	ATL	East	Away	Loss
1120	MIN	West	Home	Win
1121	BOS	East	Away	Win
1121	UTA	West	Home	Loss
1122	LAC	West	Away	Win
1122	PHO	West	Home	Loss
1123	DAL	West	Away	Loss
1123	LAL	West	Home	Win
1124	WAS	East	Away	Loss
1124	DET	East	Home	Win
1125	CHI	East	Away	Loss
1125	MIA	East	Home	Win
1126	OKC	West	Away	Loss
1126	SA	West	Home	Win
1127	IND	East	Away	Win
1127	SAC	West	Home	Loss
1128	MIL	East	Away	Win
1128	GS	West	Home	Loss
1129	CHI	East	Away	Win
1129	ORL	East	Home	Loss
1130	PHI	East	Away	Win
1130	ATL	East	Home	Loss
1131	NO	West	Away	Loss
1131	CLE	East	Home	Win
1132	PHO	West	Away	Loss
1132	HOU	West	Home	Win
1133	DEN	West	Away	Win
1133	OKC	West	Home	Loss
1134	MIN	West	Away	Win
1134	DAL	West	Home	Loss
1135	MEM	West	Away	Loss
1135	UTA	West	Home	Win
1136	MIL	East	Away	Win
1136	LAL	West	Home	Loss
1137	LAC	West	Away	Loss
1137	POR	West	Home	Win
1138	CHA	East	Away	Loss
1138	WAS	East	Home	Win
1139	DET	East	Away	Win
1139	NY	East	Home	Loss
1140	TOR	East	Away	Loss
1140	BOS	East	Home	Win
1141	BKN	East	Away	Win
1141	MIA	East	Home	Loss
1142	GS	West	Away	Win
1142	SAC	West	Home	Loss
1143	PHI	East	Away	Win
1143	CHA	East	Home	Loss
1144	WAS	East	Away	Loss
1144	CHI	East	Home	Win
1145	IND	East	Away	Win
1145	LAC	West	Home	Loss
1146	HOU	West	Away	Loss
1146	SA	West	Home	Win
1147	ORL	East	Away	Loss
1147	ATL	East	Home	Win
1148	DET	East	Away	Win
1148	BKN	East	Home	Loss
1149	DAL	West	Away	Loss
1149	CLE	East	Home	Win
1150	OKC	West	Away	Win
1150	NO	West	Home	Loss
1151	UTA	West	Away	Win
1151	MIN	West	Home	Loss
1152	MIL	East	Away	Loss
1152	DEN	West	Home	Win
1153	PHO	West	Away	Loss
1153	GS	West	Home	Win
1154	MEM	West	Away	Loss
1154	POR	West	Home	Win
1155	SAC	West	Away	Win
1155	LAL	West	Home	Loss
1156	TOR	East	Away	Loss
1156	CLE	East	Home	Win
1157	BKN	East	Away	Loss
1157	PHI	East	Home	Win
1158	ATL	East	Away	Loss
1158	MIA	East	Home	Win
1159	ORL	East	Away	Win
1159	NY	East	Home	Loss
1160	CHA	East	Away	Loss
1160	CHI	East	Home	Win
1161	WAS	East	Away	Loss
1161	HOU	West	Home	Win
1162	BOS	East	Away	Loss
1162	MIL	East	Home	Win
1163	GS	West	Away	Win
1163	OKC	West	Home	Loss
1164	POR	West	Away	Loss
1164	DAL	West	Home	Win
1165	IND	East	Away	Loss
1165	DEN	West	Home	Win
1166	LAL	West	Away	Loss
1166	UTA	West	Home	Win
1167	SAC	West	Away	Loss
1167	PHO	West	Home	Win
1168	SA	West	Away	Loss
1168	LAC	West	Home	Win
1169	PHI	East	Away	Win
1169	DET	East	Home	Loss
1170	DAL	West	Away	Loss
1170	ORL	East	Home	Win
1171	BOS	East	Away	Loss
1171	TOR	East	Home	Win
1172	MIA	East	Away	Win
1172	ATL	East	Home	Loss
1173	MEM	West	Away	Loss
1173	NO	West	Home	Win
1174	SA	West	Away	Loss
1174	LAL	West	Home	Win
1175	GS	West	Away	Loss
1175	IND	East	Home	Win
1176	WAS	East	Away	Loss
1176	CLE	East	Home	Win
1177	POR	West	Away	Loss
1177	HOU	West	Home	Win
1178	BKN	East	Away	Win
1178	MIL	East	Home	Loss
1179	LAC	West	Away	Loss
1179	UTA	West	Home	Win
1180	MIN	West	Away	Loss
1180	DEN	West	Home	Win
1181	DAL	West	Away	Loss
1181	DET	East	Home	Win
1182	CHA	East	Away	Win
1182	ORL	East	Home	Loss
1183	CLE	East	Away	Loss
1183	PHI	East	Home	Win
1184	ATL	East	Away	Win
1184	WAS	East	Home	Loss
1185	CHI	East	Away	Loss
1185	BOS	East	Home	Win
1186	MIA	East	Away	Loss
1186	NY	East	Home	Win
1187	IND	East	Away	Loss
1187	TOR	East	Home	Win
1188	SAC	West	Away	Win
1188	MEM	West	Home	Loss
1189	NO	West	Away	Win
1189	PHO	West	Home	Loss
1190	MIN	West	Away	Win
1190	LAL	West	Home	Loss
1191	DEN	West	Away	Win
1191	LAC	West	Home	Loss
1192	MIL	East	Away	Win
1192	NY	East	Home	Loss
1193	BKN	East	Away	Win
1193	CHI	East	Home	Loss
1194	NO	West	Away	Win
1194	GS	West	Home	Loss
1195	OKC	West	Away	Win
1195	HOU	West	Home	Loss
1196	POR	West	Away	Loss
1196	SA	West	Home	Win
1197	IND	East	Away	Win
1197	CHA	East	Home	Loss
1198	DAL	West	Away	Loss
1198	PHI	East	Home	Win
1199	DET	East	Away	Loss
1199	MEM	West	Home	Win
1200	UTA	West	Away	Win
1200	LAL	West	Home	Loss
1201	ORL	East	Away	Loss
1201	TOR	East	Home	Win
1202	ATL	East	Away	Win
1202	BOS	East	Home	Loss
1203	GS	West	Away	Win
1203	PHO	West	Home	Loss
1204	TOR	East	Away	Win
1204	DET	East	Home	Loss
1205	CHI	East	Away	Loss
1205	BKN	East	Home	Win
1206	OKC	West	Away	Win
1206	MIA	East	Home	Loss
1207	CLE	East	Away	Win
1207	NY	East	Home	Loss
1208	ORL	East	Away	Loss
1208	MIL	East	Home	Win
1209	MEM	West	Away	Loss
1209	MIN	West	Home	Win
1210	SAC	West	Away	Loss
1210	SA	West	Home	Win
1211	POR	West	Away	Loss
1211	DEN	West	Home	Win
1212	NO	West	Away	Win
1212	LAC	West	Home	Loss
1213	CHA	East	Away	Win
1213	IND	East	Home	Loss
1214	PHI	East	Away	Win
1214	ATL	East	Home	Loss
1215	BOS	East	Away	Loss
1215	WAS	East	Home	Win
1216	PHO	West	Away	Win
1216	DAL	West	Home	Loss
1217	GS	West	Away	Loss
1217	UTA	West	Home	Win
1218	HOU	West	Away	Win
1218	LAL	West	Home	Loss
1219	BKN	East	Away	Loss
1219	BOS	East	Home	Win
1220	DET	East	Away	Win
1220	CHI	East	Home	Loss
1221	NY	East	Away	Win
1221	CLE	East	Home	Loss
1222	TOR	East	Away	Loss
1222	MIA	East	Home	Win
1223	DEN	West	Away	Loss
1223	MIN	West	Home	Win
1224	SA	West	Away	Loss
1224	NO	West	Home	Win
1225	MEM	West	Away	Loss
1225	OKC	West	Home	Win
1226	WAS	East	Away	Loss
1226	ORL	East	Home	Win
1227	MIL	East	Away	Loss
1227	PHI	East	Home	Win
1228	LAL	West	Away	Win
1228	LAC	West	Home	Loss
1229	UTA	West	Away	Loss
1229	POR	West	Home	Win
1230	HOU	West	Away	Loss
1230	SAC	West	Home	Win
